Bill No.,Bill Year,Short Title of Bill,Ministry,Member Name,Date of Introduction,Bill Category,Status,URL for Bill As Introduced
149,2005,"The Council for Environment Protection Bill, 2005.",ENVIRONMENT AND FORESTS,Bachi Singh Rawat Shri,17/02/2006,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
150,2005,"The Constituent Assembly Bill, 2005.",,Bachi Singh Rawat Shri,17/02/2006,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
151,2005,"The Education Bank of India Bill, 2006.",HUMAN RESOURCE DEVELOPMENT,Bachi Singh Rawat Shri,17/02/2006,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
152,2005,"The Constitution (Amendment) Bill, 2005 (Insertion of new article 335A)",SOCIAL JUSTICE AND EMPOWERMENT,Chengara Surendran Shri,28/07/2006,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
153,2005,"The National Commission for Ex-Defence Personnel Bill, 2005.",DEFENCE,A.P. Abdullakutty Shri,17/02/2006,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
156,2005,"The Constitution (Amendment) Bill, 2005 (Amendment of articles 341 and 342)",SOCIAL JUSTICE AND EMPOWERMENT,Chengara Surendran Shri,28/07/2006,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
157,2005,"The Television Programmes (Regulation) Bill, 2005.",INFORMATION AND BROADCASTING,A.P. Abdullakutty Shri,17/02/2006,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
8,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 21B)",SOCIAL JUSTICE AND EMPOWERMENT,Basudeb Acharia Shri,09/07/2004,Financial Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
9,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 155)",HOME AFFAIRS,C.K. Chandrappan Shri,09/07/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
10,2004,"The Prevention of Terrorism (Repeal) Bill, 2004",HOME AFFAIRS,C.K. Chandrappan Shri,07/09/2004,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
11,2004,"The Abolition of Capital Punishment Bill, 2004",,C.K. Chandrappan Shri,09/07/2004,Ordinary Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
12,2004,"The Government Servants (Declaration of Assets and Investigation) Bill, 2004","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Bachi Singh Rawat Shri,09/07/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
13,2004,"The Compulsory Voting Bill, 2004",,Bachi Singh Rawat Shri,07/09/2004,Financial Bill,Negatived,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
14,2004,"The Unemployment Allowance Bill, 2004",,Sambasiva Rayapati Rao Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
16,2004,"The Constitution (Scheduled Castes) Order (Amendment) Bill, 2004 (Amendment of the Schedule)",SOCIAL JUSTICE AND EMPOWERMENT,Punnulal Mohale Shri,07/09/2004,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
17,2004,"The Cotton Growers (Welfare) Bill, 2004",AGRICULTURE,Sambasiva Rayapati Rao Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
18,2004,"The Chilli Growers (Welfare) Bill, 2004",AGRICULTURE,Sambasiva Rayapati Rao Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
19,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 298, etc.)",,Anant Gangaram Geete Shri,03/12/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
20,2004,"The National Commission for Senior Citizens Bill, 2004",SOCIAL JUSTICE AND EMPOWERMENT,Anant Gangaram Geete Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
21,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 103, etc.)",,Anant Gangaram Geete Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
23,2004,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2004 (Amendment of the Schedule)",TRIBAL AFFAIRS,Basudev Acharia Shri,07/09/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
24,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 16A, etc.)",LABOUR,C.K. Chandrappan Shri,09/07/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
25,2004,"The Representation of the People (Amendment) Bill, 2004 (Insertion of new Chapter IVA)",,Mohan Singh Shri,09/07/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
26,2004,"The University of Allahabad Bill, 2004",HUMAN RESOURCE DEVELOPMENT,Mohan Singh Shri,09/07/2004,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
27,2004,"The Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2004",HOME AFFAIRS,Suresh Chandel Shri,09/07/2004,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
28,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 16A)",,Mohan Singh Shri,09/07/2004,Financial Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
29,2004,"The Abolition of Child Labour in Hazardous Employment Bill, 2004",,Bachi Singh Rawat Shri,07/09/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
30,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 16A)",,Basudev Acharia Shri,09/07/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
31,2004,"The Compulsory Voting Bill, 2004",,Chandrakant Bhaurao Khaire Shri,29/07/2005,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
32,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 16A)","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Basudev Acharia Shri,09/07/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
35,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 164)",,W. Wangyuh Konyak Shri,03/12/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
36,2004,"The Drought Prone Areas Development Authority Bill, 2004",AGRICULTURE,Suresh Chandel Shri,03/12/2004,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
37,2004,"The Indian Penal Code (Amendment) Bill, 2004 (Amendment of section 55, etc.)",HOME AFFAIRS,Mohan Singh Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
38,2004,"The Agricultural Workers (Employment, Conditions of Service and Welfare) Bill, 2004",,Sambasiva Rayapati Rao Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
39,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of the Eighth Schedule)",HOME AFFAIRS,Rasa Singh Rawat Prof.,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
40,2004,"The Uniform Marriage and Divorce Bill, 2004",,Bachi Singh Rawat Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
41,2004,"The Rural Labour Welfare Fund Bill, 2004",,Suresh Chandel Shri,03/12/2004,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
42,2004,"The Ban on Cow Slaughter Bill, 2004",AGRICULTURE,Adityanath Yogi Shri,17/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
44,2004,"The High Court of Gujarat (Establishment of a Permanent Bench at Surat) Bill, 2004",,Kashi Ram Rana Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
45,2004,"The Prevention of Social Disabilities Bill, 2004",SOCIAL JUSTICE AND EMPOWERMENT,Kashi Ram Rana Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
48,2004,"The Most Backward Classes (Proportional Representation in Services and Educational Institutions) Bill, 2004",SOCIAL JUSTICE AND EMPOWERMENT,Kashi Ram Rana Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
49,2004,"The Technology Bank of India Bill, 2004",SCIENCE AND TECHNOLOGY,Kashi Ram Rana Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
50,2004,"The Punjab Municipal Corporation Law (Extension to Chandigarh) Amendment Bill, 2004 (Amendment of the Schedule)",HOME AFFAIRS,Pawan Kumar Bansal Shri,03/12/2004,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
51,2004,"The Women (Reservation in Service) Bill, 2004","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Krishna Tirath Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
52,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 21B)",ENVIRONMENT AND FORESTS,Suravaram Sudhakar Reddy Shri,17/12/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
53,2004,"The Heritage Cities (Development) Bill, 2004",,Manvendra Singh Shri,17/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
55,2004,"The Fishermen (Insurance) Bill, 2004",,A.P. Abdullakutty Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
56,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 85, etc.)",PARLIAMENTARY AFFAIRS,Pawan Kumar Bansal Shri,17/12/2004,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
58,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 45A)",HUMAN RESOURCE DEVELOPMENT,Suravaram Sudhakar Reddy Shri,17/12/2004,Financial Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
59,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 43A)",,Suravaram Sudhakar Reddy Shri,17/12/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
60,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 47A)",HEALTH AND FAMILY WELFARE,Suravaram Sudhakar Reddy Shri,17/12/2004,Financial Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
64,2004,"The Representation of the People (Amendment) Bill, 2004 (Amendment of sections 12 and 154)",,Pawan Kumar Bansal Shri,03/12/2004,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
65,2004,"The Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 2004 (Amendment of section 3)",PARLIAMENTARY AFFAIRS,Pawan Kumar Bansal Shri,03/12/2004,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
66,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 80, etc.)",,Pawan Kumar Bansal Shri,11/03/2005,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
67,2004,"The Population Control Bill, 2004",HEALTH AND FAMILY WELFARE,Sambasiva Rayapati Rao Shri,11/03/2005,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
68,2004,"The Special Financial Assistance to the State of Uttaranchal Bill, 2004",,K.C. Singh Baba Shri,17/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
69,2004,"The Reservation in Educational Institutions (For Children of Parents Living below Poverty Line) Bill, 2004",HUMAN RESOURCE DEVELOPMENT,Iqbal Ahmed Saradgi Shri,17/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
70,2004,"The Computer Training Centres (Regulation) Bill, 2004",,Iqbal Ahmed Saradgi Shri,17/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
71,2004,"The Rapid Action Force Bill, 2004",HOME AFFAIRS,Iqbal Ahmed Saradgi Shri,17/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
72,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 130)",,Salarapatty Kuppusamy Kharventhan Shri,17/12/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
73,2004,"The Regional Rural Banks (Amendment) Bill, 2004 (Amendment of section 2, etc.)",,Basudev Acharia Shri,03/12/2004,Financial Bill,Negatived,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
74,2004,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 100A)",,C.K. Chandrappan Shri,17/12/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
75,2004,"The Adoption of Children (Regulation) Bill, 2004",SOCIAL JUSTICE AND EMPOWERMENT,Iqbal Ahmed Saradgi Shri,17/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
76,2004,"The Forest (Conservation) Amendment Bill, 2004 (Insertion of new section 3C)",ENVIRONMENT AND FORESTS,S.P.Y. Reddy Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
77,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 275)",,Suresh Chandel Shri,17/12/2004,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
78,2004,"The Ban on Witchcraft Bill, 2004",HUMAN RESOURCE DEVELOPMENT,Karuna Shukla Smt.,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
79,2004,"The Constitution (Amendment) Bill, 2004 (Amendment of article 239AA, etc.)",,C.K. Chandrappan Shri,17/12/2004,Constitutional Amendment Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
80,2004,"The Income Tax (Amendment) Bill, 2004 (Insertion of new section 4A)",,S.P.Y. Reddy Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
81,2004,"The Scheduled Castes and Scheduled Tribes (Reservation of Vacancies in Posts and Services) Bill, 2004","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Ramdas Athawale Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
82,2004,"The Forest (Conservation) Amendment Bill, 2004 (Insertion of new section 2A)",ENVIRONMENT AND FORESTS,C.K. Chandrappan Shri,03/12/2004,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
83,2004,"The Government of Union Territory of Lakshadweep Bill, 2004",HOME AFFAIRS,Basudev Acharia Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
84,2004,"The Government of Union Territory of Andaman and Nicobar Islands Bill, 2004",HOME AFFAIRS,Basudev Acharia Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
85,2004,"The Representation of the People (Amendment) Bill, 2004 (Substitution of new section for section 8, etc.)",,Suresh Chandel Shri,03/12/2004,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
86,2004,"The Delimitation (Amendment) Bill, 2004 (Amendment of section 2)",,W. Wangyuh Konyak Shri,03/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
88,2004,"The Buy Indian Bill, 2004",COMMERCE AND INDUSTRY,Sunil Khan Shri,17/12/2004,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
89,2004,"The Provision of Free Medical and Engineering Education to Meritorious Students Bill, 2004",HUMAN RESOURCE DEVELOPMENT,Ramdas Athawale Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
91,2004,"The Electricity (Amendment) Bill, 2004 (Amendment of section 3, etc.)",POWER,Basudev Acharia Shri,03/12/2004,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
1,2003,"The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) (Amendment) Bill, 2003",SOCIAL JUSTICE AND EMPOWERMENT,Beatrix D`Souza Dr. (Smt.),21/02/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
2,2003,"The Constitution (Amendment) Bill, 2003 (Insertion of new article 21A)",HOME AFFAIRS,Priya Ranjan Dasmunsi Shri,04/10/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
3,2003,"The Constitution (Amendment) Bill, 2003 (Substitution for article 263)",HOME AFFAIRS,Chandrakant Bhaurao Khaire Shri,05/02/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
4,2003,"The Ban on Religious Conversion Bill, 2003",HOME AFFAIRS,Chandrakant Bhaurao Khaire Shri,05/02/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
5,2003,"The Cultural Heritage Protection Bill, 2003",TOURISM AND CULTURE,Gulam Mehmood Banatwalla Shri,21/02/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
20,2003,"The High Court of Tripura Bill, 2003",,M. Jagannath Dr.,02/05/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
21,2003,"The Constitution (Amendment) Bill, 2003 (Insertion of new article 356A, etc.)",HOME AFFAIRS,Nitish Sengupta Dr.,22/08/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
24,2003,"The Disinvestment of Public Sector Enterprises (Scrutiny by Parliament) Bill, 2003",DISINVESTMENT,Shriprakash Jaiswal Shri,02/05/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
26,2003,"The Working Journalists and other Non-Journalist Media Employees` Fund Bill, 2002",INFORMATION AND BROADCASTING,Gulam Mehmood Banatwalla Shri,25/07/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
27,2003,"The Prevention of Video Piracy of Films Bill, 2003",INFORMATION AND BROADCASTING,Ramesh Chennithala Shri,05/02/2003,Financial Bill,,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
28,2003,"The Repatriates Welfare Fund Bill, 2003",LABOUR,Ramesh Chennithala Shri,05/02/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
30,2003,"The Rajiv Gandhi Centre for Biotechnology Bill, 2003",SCIENCE AND TECHNOLOGY,Ramesh Chennithala Shri,05/02/2003,Financial Bill,,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
35,2003,"The Protection of Farmers Bill, 2002",AGRICULTURE,Gulam Mehmood Banatwalla Shri,25/07/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
42,2003,"The High Court at Patna (Establishment of a Permanent Bench at Bhagalpur) Bill, 2003",,Subodh Roy Shri,25/07/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
43,2003,"The Constitution (Amendment) Bill, 2003 (Amendment of the Eighth Schedule)",HOME AFFAIRS,Subodh Roy Shri,25/07/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
44,2003,"The Advocates (Amendment) Bill, 2003 (Omission of section 16, etc.)",,T.M. Selvaganapathi Shri,25/07/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
45,2003,"The Constitution (Scheduled Castes) Order (Amendment) Bill, 2003 (Amendment of the Schedule)",SOCIAL JUSTICE AND EMPOWERMENT,P.R. Khute Shri,25/07/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
47,2003,"The Abolition of Child Labour Bill, 2003",LABOUR,Iqbal Ahmed Saradgi Shri,22/08/2003,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
52,2003,"The Indian Penal Code (Amendment) Bill, 2003 (Amendment of section 302)",HOME AFFAIRS,P.H. Pandian Shri,22/08/2003,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
