Bill No,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Passing in Lok Sabha,Date of Passing in Rajya Sabha,Date of Assent,Act No,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
82,1958,"The Banaras Hindu University (Amendment) Bill, 1958.",HUMAN RESOURCE DEVELOPMENT,11/08/1958,02/09/1958,11/09/1958,20/09/1958,34,Ordinary Bill,Passed,NA,NA,NA
83,1958,"The Code of Criminal Procedure (Amendment) Bill, 1958.",HOME AFFAIRS,11/08/1958,18/08/1958,25/08/1958,03/09/1958,26,Ordinary Bill,Passed,NA,NA,NA
85,1958,"The Sugar Export Promotion Bill, 1958.",FOOD PROCESSING INDUSTRIES,13/08/1958,26/08/1958,08/09/1958,16/09/1958,30,Financial Bill,Passed,NA,NA,NA
88,1958,"The Appropriation (Railways) No. 3 Bill, 1958.",RAILWAYS,14/08/1958,16/08/1958,21/08/1958,28/08/1958,23,Money Bill,Passed,NA,NA,NA
89,1958,"The Manipur and Tripura (Repeal of Laws) Bill, 1958.",AGRICULTURE,22/08/1958,03/09/1958,19/09/1958,06/10/1958,35,Ordinary Bill,Passed,NA,NA,NA
91,1958,"The Indian Medical Council (Amendment) Bill, 1958.",HEALTH AND FAMILY WELFARE,25/08/1958,10/09/1958,19/09/1958,06/10/1958,36,Ordinary Bill,Passed,NA,NA,NA
92,1958,"The Sea Customs (Amendment) Bill, 1958.",FINANCE,25/08/1958,02/09/1958,18/09/1958,06/10/1958,39,Financial Bill,Passed,NA,NA,NA
96,1958,"The Delhi Rent Control Bill, 1958.",HOME AFFAIRS,01/09/1958,17/12/1958,19/12/1958,31/12/1958,59,Financial Bill,Passed,NA,NA,NA
99,1958,"The Supreme Court Judges (Conditions of Service) Bill, 1958.",HOME AFFAIRS,08/09/1958,25/09/1958,27/09/1958,17/10/1958,41,Financial Bill,Passed,NA,NA,NA
100,1958,"The International Finance Corporation (Status, Immunition and Privileges) Bill, 1958.",FINANCE,08/09/1958,24/09/1958,27/09/1958,17/10/1958,42,Financial Bill,Passed,NA,NA,NA
102,1958,"The High Court Judges (Conditions of Service) Amendment Bill, 1958.",HOME AFFAIRS,12/09/1958,25/09/1958,02/12/1958,17/12/1958,46,Financial Bill,Passed,NA,NA,NA
104,1958,"The Persons (Amendment) Bill, 1958.",HOME AFFAIRS,17/09/1958,19/11/1958,02/12/1958,17/12/1958,47,Ordinary Bill,Passed,NA,NA,NA
106,1958,"The Tea (Alteration in Duties of Customs and Excise) Bill, 1958.",FINANCE,27/09/1958,18/11/1958,25/11/1958,25/11/1958,45,Money Bill,Passed,NA,NA,NA
107,1958,"The Appropriation (No.4) Bill, 1958.",FINANCE,25/09/1958,25/09/1958,27/09/1958,06/10/1958,40,Money Bill,Passed,NA,NA,NA
108,1958,"The Indian Electricity (Amendment) Bill, 1958.",POWER,27/09/1958,05/08/1959,19/08/1959,05/09/1959,32,Financial Bill,Passed,NA,NA,NA
109,1958,"The Salaries and Allowances of Members of Parliament (Amendment) Bill, 1958.",PARLIAMENTARY AFFAIRS,27/09/1958,11/12/1958,22/12/1958,30/12/1958,55,Financial Bill,Passed,NA,NA,NA
116,1958,"The Assam Rifles (Amendment) Bill, 1958.",EXTERNAL AFFAIRS,19/11/1958,05/12/1958,18/12/1958,26/12/1958,48,Ordinary Bill,Passed,NA,NA,NA
117,1958,"The Himachal Pradesh Legislative Assembly (Constitution and Proceedings) Validation Bill, 1958.",HOME AFFAIRS,24/11/1958,10/12/1958,22/12/1958,30/12/1958,56,Financial Bill,Passed,NA,NA,NA
123,1958,"The Representation of the People (Amendment) Bill, 1958.",LAW AND JUSTICE,27/11/1958,20/12/1958,24/12/1958,30/12/1958,58,Financial Bill,Passed,NA,NA,NA
125,1958,"The Securities Contracts (Regulation) Amendment Bill, 1958.",FINANCE,08/12/1958,17/11/1959,25/11/1959,08/12/1959,49,Ordinary Bill,Passed,NA,NA,NA
126,1958,"The Indian Railways (Amendment) Bill, 1958.",RAILWAYS,08/12/1958,12/02/1959,21/04/1959,01/05/1959,13,Ordinary Bill,Passed,NA,NA,NA
127,1958,"The Indian Tariff (Amendment) Bill, 1958.",COMMERCE AND INDUSTRY,08/12/1958,18/12/1958,22/12/1958,26/12/1958,52,Money Bill,Passed,NA,NA,NA
128,1958,"The Pharmacy (Amendment) Bill, 1958.",HEALTH AND FAMILY WELFARE,10/12/1958,11/02/1959,22/04/1959,27/08/1959,24,Financial Bill,Passed,NA,NA,NA
129,1958,"The Foreign Exchange Regulation (Amendment) Bill, 1958.",FINANCE,12/12/1958,20/12/1958,23/12/1958,27/12/1958,53,Money Bill,Passed,NA,NA,NA
130,1958,"The Cinematograph (Amendment) Bill, 1958.",INFORMATION AND BROADCASTING,12/12/1958,19/12/1958,18/02/1959,12/03/1959,3,Financial Bill,Passed,NA,NA,NA
132,1958,"The Delhi Panchayat Raj (Amendment) Bill, 1958.",HOME AFFAIRS,11/02/1959,11/02/1959,11/03/1959,03/04/1959,9,Ordinary Bill,Passed,NA,NA,NA
133,1958,"The Delhi Land Reforms (Amendment) Bill, 1958.",HOME AFFAIRS,17/12/1958,10/02/1959,02/03/1959,12/03/1959,4,Financial Bill,Passed,NA,NA,NA
134,1958,"The Orissa Weights and Measures (Delhi Repeal) Bill, 1958.",COMMERCE AND INDUSTRY,15/12/1958,20/12/1958,23/12/1958,30/12/1958,57,Ordinary Bill,Passed,NA,NA,NA
135,1958,"The Appropriation (Railways) No. 4 Bill, 1958.",RAILWAYS,15/12/1958,16/12/1958,22/12/1958,26/12/1958,49,Money Bill,Passed,NA,NA,NA
136,1958,"The Appropriation (Railways) No. 5 Bill, 1958.",RAILWAYS,15/12/1958,16/12/1958,22/12/1958,26/12/1958,50,Money Bill,Passed,NA,NA,NA
137,1958,"The Prevention of Disqualification (Amendment) Bill, 1958.",LAW AND JUSTICE,15/12/1958,20/12/1958,24/12/1958,27/12/1958,54,Ordinary Bill,Passed,NA,NA,NA
138,1958,"The Arms Bill, 1958.",HOME AFFAIRS,18/12/1958,17/11/1959,30/11/1959,23/12/1959,54,Ordinary Bill,Passed,NA,NA,NA
139,1958,"The Appropriation (No. 5) Bill, 1958.",FINANCE,16/12/1958,17/12/1958,22/12/1958,26/12/1958,51,Money Bill,Passed,NA,NA,NA
1,1957,"The Finance Bill, 1957",FINANCE,19/03/1957,26/03/1957,28/03/1957,29/03/1957,5,Money Bill,Passed,NA,NA,NA
2,1957,"The Appropriation Bill, 1957",FINANCE,22/03/1957,23/03/1957,26/03/1957,28/03/1957,1,Money Bill,Passed,NA,NA,NA
3,1957,"the Appropriation (No.2) Bill, 1957",FINANCE,22/03/1957,23/03/1957,26/03/1957,28/03/1957,2,Money Bill,Passed,NA,NA,NA
4,1957,"The Appropriation (Railways) Bill, 1957",RAILWAYS,22/03/1957,23/03/1957,28/03/1957,29/03/1957,6,Money Bill,Passed,NA,NA,NA
5,1957,"The Appropriation (Railways) Vote on Account Bill, 1957",RAILWAYS,27/03/1957,28/03/1957,29/03/1957,30/03/1957,9,Money Bill,Passed,NA,NA,NA
6,1957,"The Kerala Appropriation Bill, 1957",FINANCE,22/03/1957,23/03/1957,28/03/1957,28/03/1957,4,Money Bill,Passed,NA,NA,NA
7,1957,"The Appropriation (Vote on Account) Bill, 1957",FINANCE,26/03/1957,27/03/1957,28/03/1957,28/03/1957,3,Money Bill,Passed,NA,NA,NA
8,1957,"The Kerala Appropriation (Vote on Account) Bill, 1957",FINANCE,28/03/1957,28/03/1957,29/03/1957,30/03/1957,8,Money Bill,Passed,NA,NA,NA
9,1957,"The Coal Bearing Areas (Acquisition and Development) Bill, 1957.",MINES,13/05/1957,20/05/1957,30/05/1957,08/06/1957,20,Financial Bill,Passed,NA,NA,NA
10,1957,"The Industrial Disputes (Amendment) Bill, 1957.",LABOUR AND EMPLOYMENT,17/05/1957,20/05/1957,29/05/1957,06/06/1957,18,Ordinary Bill,Passed,NA,NA,NA
12,1957,"The Life Insurance Coporation (Amendment) Bill, 1957.",FINANCE,20/05/1957,24/05/1957,30/05/1957,06/06/1957,17,Ordinary Bill,Passed,NA,NA,NA
13,1957,"The Finance (No. 2) Bill, 1957.",FINANCE,15/05/1957,28/08/1957,03/09/1957,NA,NA,Money Bill,Passed,NA,NA,NA
14,1957,"The Wealth Tax BIll, 1957",FINANCE,15/05/1957,29/08/1957,05/09/1957,12/09/1957,27,Money Bill,Passed,NA,NA,NA
15,1957,"The Expenditure-Tax Bill, 1957.",FINANCE,15/05/1957,04/09/1957,11/09/1957,17/09/1957,29,Money Bill,Passed,NA,NA,NA
16,1957,"The Railways Passenger Fares Bill, 1957.",FINANCE,15/05/1957,31/08/1957,06/09/1957,NA,NA,Money Bill,Passed,NA,NA,NA
17,1957,"The Provisional Collection of Taxes (Temporary Amendment) Bill, 1957.",FINANCE,15/05/1957,20/05/1957,23/05/1957,27/05/1957,12,Money Bill,Passed,NA,NA,NA
21,1957,"The Reserve Bank of India (Amendment) Bill, 1957.",FINANCE,20/05/1957,27/05/1957,30/05/1957,08/06/1957,19,Money Bill,Passed,NA,NA,NA
22,1957,"The State Bank of India (Amendment) Bill, 1957.",FINANCE,20/05/1957,27/05/1957,30/05/1957,08/06/1957,21,Ordinary Bill,Passed,NA,NA,NA
23,1957,"The Central Sales Tax (Amendment) Bill, 1957.",FINANCE,22/05/1957,28/05/1957,31/05/1957,04/06/1957,16,Money Bill,Passed,NA,NA,NA
24,1957,"The Navy Bill, 1957.",DEFENCE,31/05/1957,19/11/1957,04/12/1957,27/12/1957,62,Ordinary Bill,Passed,NA,NA,NA
25,1957,"The Appropriation (No. 3) Bill, 1957.",FINANCE,28/05/1957,29/05/1957,31/05/1957,04/06/1957,15,Money Bill,Passed,NA,NA,NA
27,1957,"The Essential Commodities (Amendment) Bill, 1957.",AGRICULTURE,30/05/1957,31/05/1957,01/06/1957,04/06/1957,13,Ordinary Bill,Passed,NA,NA,NA
39,1957,"The Cotton Fabrics (Additional Excise Duty) Bill, 1957.",COMMERCE AND INDUSTRY,18/07/1957,07/09/1957,12/09/1957,17/09/1957,33,Money Bill,Passed,NA,NA,NA
43,1957,"The Dhoties (Additional Excise Duty) Amendment Bill, 1957.",COMMERCE AND INDUSTRY,22/07/1957,07/09/1957,12/09/1957,17/09/1957,31,Money Bill,Passed,NA,NA,NA
46,1957,"The Legislative Councils Bill, 1957.",LAW AND JUSTICE,25/07/1957,06/09/1957,14/09/1957,18/09/1957,37,Ordinary Bill,Passed,NA,NA,NA
47,1957,"The Foreign Exchange Regulation (Amendment) Bill, 1957.",FINANCE,26/07/1957,31/08/1957,06/09/1957,20/09/1957,39,Financial Bill,Passed,NA,NA,NA
49,1957,"The Mines and Minerals (Regulation and Development) Bill, 1957",MINES,29/07/1957,21/12/1957,24/12/1957,28/12/1957,67,Ordinary Bill,Passed,NA,NA,NA
50,1957,"The Industrial Finance Corporation (Amendment) Bill, 1957.",FINANCE,29/07/1957,13/11/1957,20/11/1957,30/11/1957,43,Ordinary Bill,Passed,NA,NA,NA
51,1957,"The Inter-State Corporations Bill, 1957",LAW AND JUSTICE,29/07/1957,07/09/1957,14/09/1957,20/09/1957,38,Ordinary Bill,Passed,NA,NA,NA
52,1957,"The Appropriation (Railways) No. 2 Bill, 1957.",RAILWAYS,29/07/1957,09/08/1957,22/08/1957,24/08/1957,22,Money Bill,Passed,NA,NA,NA
54,1957,"The Essential Services Maintenance Bill, 1957",HOME AFFAIRS,03/08/1957,06/08/1957,12/08/1957,NA,NA,Ordinary Bill,Passed,NA,NA,NA
57,1957,"The Insurance (Amendment) Bill, 1957.",FINANCE,17/08/1957,04/09/1957,11/09/1957,17/09/1957,35,Ordinary Bill,Passed,NA,NA,NA
60,1957,"The Indian Tariff (Amendment) Bill, 1957.",COMMERCE AND INDUSTRY,23/08/1957,14/11/1957,21/11/1957,29/11/1957,41,Money Bill,Passed,NA,NA,NA
65,1957,"The Appropriation (No. 4) Bill, 1957.",FINANCE,24/08/1957,24/08/1957,30/08/1957,30/08/1957,24,Money Bill,Passed,NA,NA,NA
68,1957,"The Public Employment (Requirement as to Residence) Bill, 1957.",HOME AFFAIRS,11/09/1957,14/09/1957,25/11/1957,07/12/1957,44,Ordinary Bill,Passed,NA,NA,NA
69,1957,"The Delhi Municipal Corporation Bill, 1957.",HOME AFFAIRS,07/09/1957,28/11/1957,17/12/1957,28/12/1957,66,Financial Bill,Passed,NA,NA,NA
70,1957,"The Delhi Development Bill, 1957.",HOME AFFAIRS,07/09/1957,12/12/1957,21/12/1957,27/12/1957,61,Ordinary Bill,Passed,NA,NA,NA
71,1957,"The Essential Commodities (Second Amendment) Bill, 1957.",LAW AND JUSTICE,10/09/1957,11/09/1957,14/09/1957,17/09/1957,28,Ordinary Bill,Passed,NA,NA,NA
79,1957,"The Probation of Offenders Bill, 1957.",HOME AFFAIRS,11/11/1957,29/04/1958,05/05/1958,16/05/1958,20,Financial Bill,Passed,NA,NA,NA
80,1957,"The Reserve Bank of India (Second Amendment) Bill, 1957.",FINANCE,13/11/1957,26/11/1957,09/12/1957,19/12/1957,48,Ordinary Bill,Passed,NA,NA,NA
81,1957,"The Naga Hills - Tuensang Area Bill, 1957.",HOME AFFAIRS,20/11/1957,25/11/1957,28/11/1957,29/11/1957,42,Financial Bill,Passed,NA,NA,NA
82,1957,"The Opium Laws (Amendment) Bill, 1957.",FINANCE,22/11/1957,29/11/1957,09/12/1957,21/12/1957,52,Ordinary Bill,Passed,NA,NA,NA
84,1957,"The Capital Issues (Control) Amendment Bill, 1957.",FINANCE,28/11/1957,04/12/1957,10/12/1957,21/12/1957,50,Ordinary Bill,Passed,NA,NA,NA
85,1957,"The Indian Railways (Amendment) Bill, 1957.",RAILWAYS,28/11/1957,06/12/1957,13/12/1957,24/12/1957,53,Ordinary Bill,Passed,NA,NA,NA
86,1957,"The Central Excises and Salt (Amendment) Bill, 1957.",FINANCE,28/11/1957,04/12/1957,10/12/1957,20/12/1957,49,Money Bill,Passed,NA,NA,NA
87,1957,"The Coal Bearing Areas (Acquisition and Development) Amendment Bill, 1957.",MINES,02/12/1957,05/12/1957,11/12/1957,21/12/1957,51,Financial Bill,Passed,NA,NA,NA
88,1957,"The Union Duties of Excise (Distribution) Bill, 1957.",FINANCE,06/12/1957,13/12/1957,19/12/1957,24/12/1957,55,Money Bill,Passed,NA,NA,NA
91,1957,"The Payment of Wages (Amendment) Bill, 1957.",LABOUR AND EMPLOYMENT,04/12/1957,10/12/1957,23/12/1957,28/12/1957,68,Ordinary Bill,Passed,NA,NA,NA
92,1957,"The Indian Tariff (Second Amendment) Bill, 1957.",HEAVY INDUSTRIES AND PUBLIC ENTERPRISES,03/12/1957,14/12/1957,23/12/1957,27/12/1957,60,Money Bill,Passed,NA,NA,NA
93,1957,"The Parliament (Prevention of Disqualification) Bill, 1957.",LAW AND JUSTICE,05/12/1957,01/12/1958,11/03/1959,04/04/1959,10,Ordinary Bill,Passed,NA,NA,NA
94,1957,"The Criminal Law Amendment Bill, 1957.",HOME AFFAIRS,06/12/1957,12/02/1958,19/02/1958,27/02/1958,2,Ordinary Bill,Passed,NA,NA,NA
95,1957,"The Preventive Detention (Continuance) Bill, 1957.",HOME AFFAIRS,05/12/1957,10/12/1957,20/12/1957,24/12/1957,54,Ordinary Bill,Passed,NA,NA,NA
96,1957,"The Countess of Dufferin's Fund Bill, 1957.",HEALTH AND FAMILY WELFARE,06/12/1957,21/12/1957,24/12/1957,27/12/1957,63,Ordinary Bill,Passed,NA,NA,NA
97,1957,"The Estate Duty and Tax on Railway Passenger Fares (Distribution) Bill, 1957.",FINANCE,06/12/1957,13/12/1957,19/12/1957,24/12/1957,57,Ordinary Bill,Passed,NA,NA,NA
99,1957,"The Citizenship (Amendment) Bill, 1957.",HOME AFFAIRS,12/12/1957,21/12/1957,23/12/1957,27/12/1957,65,Ordinary Bill,Passed,NA,NA,NA
100,1957,"The Requisitioning and Acquisition of Immovable Property (Amendment) Bill, 1957.",URBAN DEVELOPMENT,13/12/1957,11/02/1958,18/02/1958,27/02/1958,1,Financial Bill,Passed,NA,NA,NA
101,1957,"The Additional Duties of Excise (Goods of Special Importance) Bill, 1957.",FINANCE,13/12/1957,18/12/1957,21/12/1957,24/12/1957,58,Money Bill,Passed,NA,NA,NA
102,1957,"The Appropriation (No. 5) Bill, 1957.",FINANCE,16/12/1957,16/12/1957,21/12/1957,24/12/1957,56,Money Bill,Passed,NA,NA,NA
103,1957,"The Prevention of Disqualification (Amendment) Bill, 1957.",LAW AND JUSTICE,16/12/1957,17/12/1957,21/12/1957,27/12/1957,64,Ordinary Bill,Passed,NA,NA,NA
4,1956,"The Life Insurance (Emergency Provisions) Bill, 1956",FINANCE,17/02/1956,03/03/1956,15/03/1956,21/03/1956,9,Ordinary Bill,Passed,NA,NA,NA
5,1956,"The Sales Tax Laws Validation Bill, 1956",FINANCE,17/02/1956,29/02/1956,12/03/1956,21/03/1956,7,Financial Bill,Passed,NA,NA,NA
7,1956,"The Capital Issues (Continuance of Control) Amendment Bill, 1956",FINANCE,17/02/1956,28/02/1956,09/03/1956,21/03/1956,8,Ordinary Bill,Passed,NA,NA,NA
8,1956,"The Scheduled Castes and Scheduled Tribes Orders (Amendment) Bill, 1956",HOME AFFAIRS,06/04/1956,10/09/1956,13/09/1956,25/09/1956,63,Ordinary Bill,Passed,NA,NA,NA
9,1956,"The Life Insurance Corporation Bill, 1956",FINANCE,17/02/1956,23/05/1956,30/05/1956,18/06/1956,31,Financial Bill,Passed,NA,NA,NA
10,1956,"The Agricultural Produce (Development and Warehousing) Corporations Bill, 1956",AGRICULTURE,28/02/1956,11/05/1956,21/05/1956,10/06/1956,28,Financial Bill,Passed,NA,NA,NA
12,1956,"The Appropriation (Railways) Bill, 1956",RAILWAYS,12/03/1956,13/03/1956,16/03/1956,23/03/1956,12,Money Bill,Passed,NA,NA,NA
14,1956,"The Appropriation Bill, 1956",FINANCE,01/03/1956,02/03/1956,15/03/1956,20/03/1956,50,Money Bill,Passed,NA,NA,NA
15,1956,"The Finance Bill, 1956",FINANCE,29/02/1956,21/04/1956,27/04/1956,28/04/1956,18,Money Bill,Passed,NA,NA,NA
18,1956,"The Manipur (Village Authorities in Hill Areas) Bill, 1956",HOME AFFAIRS,30/04/1956,14/11/1956,22/11/1956,22/12/1956,80,Ordinary Bill,Passed,NA,NA,NA
19,1956,"The Appropriation (Railways) No. 2 Bill, 1956",RAILWAYS,12/03/1956,14/03/1956,16/03/1956,23/03/1956,13,Money Bill,Passed,NA,NA,NA
20,1956,"The Appropriation (Railways) No. 3 Bill, 1956",RAILWAYS,12/03/1956,13/03/1956,16/03/1956,23/03/1956,14,Money Bill,Passed,NA,NA,NA
21,1956,"The Appropriation (Railways) No. 4 Bill, 1956",RAILWAYS,12/03/1956,13/03/1956,16/03/1956,23/03/1956,15,Money Bill,Passed,NA,NA,NA
22,1956,"The Appropriation (Railways) No. 5 Bill, 1956",RAILWAYS,12/03/1956,13/03/1956,16/03/1956,23/03/1956,16,Money Bill,Passed,NA,NA,NA
23,1956,"The Appropriation (Vote on Account) Bill, 1956",FINANCE,12/03/1956,13/03/1956,16/03/1956,22/03/1956,11,Money Bill,Passed,NA,NA,NA
27,1956,"The Travancore - Cochin Appropriation (Vote on Account) Bill, 1956",FINANCE,29/03/1956,03/05/1956,23/04/1956,10/05/1956,20,Money Bill,Passed,NA,NA,NA
28,1956,"The Jammu and Kashmir (Extension of Laws) Bill, 1956",HOME AFFAIRS,18/04/1956,20/08/1956,04/09/1956,25/09/1956,62,Financial Bill,Passed,NA,NA,NA
29,1956,"The Constitution (Ninth Amendment) Bill, 1956",HOME AFFAIRS,18/04/1956,06/09/1956,11/09/1956,NA,NA,Ordinary Bill,Passed,NA,NA,NA
30,1956,"The States Reorganiation Bill, 1956",HOME AFFAIRS,18/04/1956,10/08/1956,25/08/1956,NA,37,Financial Bill,Passed,NA,NA,NA
32,1956,"The Appropriation (No.2) Bill, 1956",FINANCE,18/04/1956,21/04/1956,26/04/1956,28/04/1956,19,Money Bill,Passed,NA,NA,NA
33,1956,"The Reserve Bank of India (Amendment) Bill, 1956",FINANCE,02/05/1956,20/07/1956,09/08/1956,01/09/1956,38,Financial Bill,Passed,NA,NA,NA
35,1956,"The Constitution (Tenth Amendment) Bill, 1956",FINANCE,03/05/1956,29/05/1956,31/05/1956,11/09/1956,NA,Ordinary Bill,Passed,NA,NA,NA
36,1956,"The Indian institute of Technology (Kharagpur) Bill, 1956",HUMAN RESOURCE DEVELOPMENT,18/05/1956,25/08/1956,03/09/1956,15/09/1956,51,Ordinary Bill,Passed,NA,NA,NA
38,1956,"The Travancore - Cochin Appropriation Bill, 1956",FINANCE,14/05/1956,14/05/1956,17/05/1956,21/05/1956,23,Money Bill,Passed,NA,NA,NA
39,1956,"The Indian Income Tax (Amendment) Bill, 1956",FINANCE,16/05/1956,28/05/1956,30/05/1956,02/06/1956,26,Money Bill,Passed,NA,NA,NA
40,1956,"The Travancore - Cochin State Legislature (Delegation of Powers) Bill, 1956",HOME AFFAIRS,18/05/1956,28/05/1956,30/05/1956,13/06/1956,29,Ordinary Bill,Passed,NA,NA,NA
42,1956,"The Bihar and West Bengal (Transfer of Territories) Bill, 1956",HOME AFFAIRS,16/07/1956,17/08/1956,28/08/1956,01/09/1956,40,Ordinary Bill,Passed,NA,NA,NA
43,1956,"The State Financial Corporations (Amendment) Bill, 1956",FINANCE,30/07/1956,30/08/1956,04/09/1956,16/09/1956,56,Financial Bill,Passed,NA,NA,NA
44,1956,"The Supreme Court (Number of Judges) Bill, 1956",HOME AFFAIRS,06/08/1956,20/08/1956,04/09/1956,16/09/1956,55,Financial Bill,Passed,NA,NA,NA
46,1956,"The National Highways Bill, 1956",ROAD TRANSPORT AND HIGHWAYS,07/08/1956,13/08/1956,30/08/1956,11/09/1956,48,Ordinary Bill,Passed,NA,NA,NA
47,1956,"The Standards of Weights and Measures Bill, 1956",COMMERCE AND INDUSTRY,13/08/1956,08/12/1956,14/12/1956,28/12/1956,89,Financial Bill,Passed,NA,NA,NA
49,1956,"The Indian Tariff (Amendment) Bill, 1956",COMMERCE AND INDUSTRY,06/09/1956,15/11/1956,21/11/1956,30/11/1956,64,Money Bill,Passed,NA,NA,NA
52,1956,"The Appropriation (No.3) Bill, 1956",FINANCE,23/08/1956,24/08/1956,30/08/1956,07/09/1956,43,Money Bill,Passed,NA,NA,NA
53,1956,"The Appropriation (No.4) Bill, 1956",FINANCE,23/08/1956,24/08/1956,30/08/1956,07/09/1956,44,Money Bill,Passed,NA,NA,NA
54,1956,"The Indian Post Office (Amendment) Bill, 1956",COMMUNICATIONS AND INFORMATION TECHNOLOGY,27/08/1956,01/09/1956,07/09/1956,15/09/1956,54,Money Bill,Passed,NA,NA,NA
56,1956,"The Public Debt (Amendment) Bill, 1956",FINANCE,27/08/1956,01/09/1956,08/09/1956,16/09/1956,57,Ordinary Bill,Passed,NA,NA,NA
57,1956,"The Travancore - Cochin Appropriation (No.2) Bill, 1956",FINANCE,28/08/1956,28/08/1956,30/08/1956,09/09/1956,46,Money Bill,Passed,NA,NA,NA
58,1956,"The State Bank of Hyderabad Bill, 1956",FINANCE,28/08/1956,21/11/1956,05/12/1956,22/12/1956,79,Financial Bill,Passed,NA,NA,NA
60,1956,"The Central Excises and Salt (Amendment) Bill, 1956",COMMERCE AND INDUSTRY,31/08/1956,03/09/1956,08/09/1956,16/09/1956,58,Money Bill,Passed,NA,NA,NA
61,1956,"The Representation of the People (Third Amendment) Bill, 1956",LAW AND JUSTICE,01/09/1956,07/09/1956,13/09/1956,25/09/1956,60,Ordinary Bill,Passed,NA,NA,NA
62,1956,"The Terminal Tax on Railways Passengers Bill, 1956",RAILWAYS,13/09/1956,21/11/1956,05/12/1956,12/12/1956,69,Money Bill,Passed,NA,NA,NA
63,1956,"The Industries (Development and Regulation) Amendment Bill, 1956",HEAVY INDUSTRIES AND PUBLIC ENTERPRISES,13/09/1956,16/11/1956,27/11/1956,15/12/1956,71,Financial Bill,Passed,NA,NA,NA
68,1956,"The States Reorganisation (Amendment) Bill, 1956",LAW AND JUSTICE,16/11/1956,21/11/1956,27/11/1956,09/12/1956,67,Ordinary Bill,Passed,NA,NA,NA
70,1956,"The Central Sales Tax Bill, 1956",FINANCE,21/11/1956,05/12/1956,12/12/1956,21/12/1956,74,Money Bill,Passed,NA,NA,NA
72,1956,"The Representation of the People (Fourth Amendment) Bill, 1956",LAW AND JUSTICE,21/11/1956,05/12/1956,13/12/1956,15/12/1956,72,Ordinary Bill,Passed,NA,NA,NA
73,1956,"The Employees' Provident Funds (Amendment) Bill, 1956",LABOUR,23/11/1956,08/12/1956,19/12/1956,28/12/1956,94,Ordinary Bill,Passed,NA,NA,NA
74,1956,"The Foreigners Laws (Amendment) Bill, 1956",HOME AFFAIRS,23/11/1956,19/03/1957,25/03/1957,02/04/1957,11,Ordinary Bill,Passed,NA,NA,NA
75,1956,"The Road Transport Corporations (Amendment) Bill, 1956",ROAD TRANSPORT AND HIGHWAYS,23/11/1956,08/12/1956,14/12/1956,28/12/1956,87,Ordinary Bill,Passed,NA,NA,NA
76,1956,"The Indian Statistical Institute Bill, 1956",FINANCE,23/11/1956,NA,NA,NA,76,Financial Bill,Lapsed,NA,NA,NA
78,1956,"The Finance (No.2) bill, 1956",FINANCE,30/11/1956,12/12/1956,15/12/1956,21/12/1956,76,Money Bill,Passed,NA,NA,NA
79,1956,"The Finance (No.3) Bill, 1956",FINANCE,30/11/1956,12/12/1956,15/12/1956,21/12/1956,77,Money Bill,Passed,NA,NA,NA
80,1956,"The Indian Telegraph (Amendment) Bill, 1956",COMMUNICATIONS AND INFORMATION TECHNOLOGY,30/11/1956,NA,NA,NA,NA,Ordinary Bill,Lapsed,NA,NA,NA
83,1956,"The Sea Customs (Amendment) Bill, 1956",FINANCE,03/12/1956,19/03/1957,25/03/1957,02/04/1957,10,Ordinary Bill,Passed,NA,NA,NA
84,1956,"The Banking Companies (Amendment) Bill, 1956",FINANCE,07/12/1956,21/12/1956,22/12/1956,28/12/1956,95,Ordinary Bill,Passed,NA,NA,NA
85,1956,"The Representation of the People (Miscellaneous Provisions) Bill, 1956",LAW AND JUSTICE,10/12/1956,18/12/1956,20/12/1956,28/12/1956,88,Ordinary Bill,Passed,NA,NA,NA
86,1956,"The Kerala State Legislature (Delegation of Powers) Bill, 1956",HOME AFFAIRS,14/12/1956,19/12/1956,20/12/1956,21/12/1956,75,Ordinary Bill,Passed,NA,NA,NA
87,1956,"the Appropriation (No.5) Bill, 1956",FINANCE,18/12/1956,19/12/1956,20/12/1956,24/12/1956,85,Money Bill,Passed,NA,NA,NA
88,1956,"The Appropriation (Railways) No.6 Bill, 1956",RAILWAYS,18/12/1956,19/12/1956,20/12/1956,24/12/1956,83,Money Bill,Passed,NA,NA,NA
89,1956,"The Appropriation (Railways) No. 7 Bill, 1956",RAILWAYS,18/12/1956,19/12/1956,20/12/1956,24/12/1956,84,Money Bill,Passed,NA,NA,NA
